ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IVV,0,0,1,0.009174312,1,0.009174312,107,0.9816514,109
IVW,0,0,18,0.1285714,102,0.7285714,20,0.1428571,140
IVE,0,0,2,0.01769912,2,0.01769912,109,0.9646018,113
OEF,0,0,0,0,8,0.08888889,82,0.9111111,90
IOO,0,0,0,0,98,0.8596491,16,0.1403509,114
ILF,62,0.1771429,73,0.2085714,90,0.2571429,125,0.3571429,350
FXI,0,0,36,0.1417323,80,0.3149606,138,0.5433071,254
