ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IJH,497,0.2741313,504,0.2779923,574,0.3166023,238,0.1312741,1813
IJK,179,0.2671642,182,0.2716418,202,0.3014925,107,0.1597015,670
IJJ,164,0.2675367,164,0.2675367,202,0.3295269,83,0.1353997,613
IWR,161,0.26094,161,0.26094,178,0.2884927,117,0.1896272,617
IWP,181,0.267356,184,0.2717873,199,0.2939439,113,0.1669129,677
IWS,172,0.2598187,172,0.2598187,193,0.2915408,125,0.1888218,662
IMCG,31,0.1061644,34,0.1164384,45,0.1541096,182,0.6232877,292
IMCB,34,0.1021021,36,0.1081081,55,0.1651652,208,0.6246246,333
IMCV,27,0.07012987,27,0.07012987,70,0.1818182,261,0.6779221,385
