ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IJH,0,0,0,0,15,0.02970297,490,0.970297,505
IJK,0,0,0,0,1,0.003952569,252,0.9960474,253
IJJ,3,0.01098901,3,0.01098901,14,0.05128205,253,0.9267399,273
IWR,0,0,0,0,11,0.03956835,267,0.9604317,278
IWP,0,0,0,0,0,0,301,1,301
IWS,0,0,0,0,57,0.2007042,227,0.7992958,284
IMCG,35,0.1170569,35,0.1170569,46,0.1538462,183,0.6120401,299
IMCB,12,0.05106383,12,0.05106383,12,0.05106383,199,0.8468085,235
IMCV,14,0.06763285,14,0.06763285,15,0.07246377,164,0.7922705,207
