ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IJH,0,0,0,0,1,0.03448276,28,0.9655172,29
IJK,0,0,0,0,1,0.04545455,21,0.9545455,22
IJJ,0,0,0,0,3,0.1111111,24,0.8888889,27
IWR,0,0,0,0,2,0.09090909,20,0.9090909,22
IWP,0,0,0,0,4,0.2105263,15,0.7894737,19
IWS,0,0,0,0,2,0.06666667,28,0.9333333,30
IMCG,0,0,0,0,0,0,13,1,13
IMCB,0,0,0,0,0,0,21,1,21
IMCV,0,0,0,0,0,0,41,1,41
