ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IJH,670,0.2855925,709,0.3022165,929,0.3959932,38,0.01619778,2346
IJK,375,0.2980922,394,0.3131955,449,0.3569157,40,0.0317965,1258
IJJ,168,0.2600619,189,0.2925697,237,0.3668731,52,0.08049536,646
IWR,180,0.2578797,198,0.2836676,261,0.3739255,59,0.08452722,698
IWP,208,0.2683871,223,0.2877419,312,0.4025806,32,0.04129032,775
IWS,173,0.2485632,196,0.2816092,256,0.3678161,71,0.1020115,696
IMCG,119,0.2638581,119,0.2638581,190,0.421286,23,0.05099778,451
IMCB,128,0.2495127,128,0.2495127,203,0.3957115,54,0.1052632,513
IMCV,180,0.2387268,180,0.2387268,254,0.33687,140,0.1856764,754
