ticker,less_Q1,less_Q1_pct,bet_Q1_Q2,bet_Q1_Q2_pct,bet_Q2_Q3,bet_Q2_Q3_pct,greater_Q3,greater_Q3_pct,total
IJH,0,0,0,0,11,0.05729167,181,0.9427083,192
IJK,0,0,0,0,5,0.03546099,136,0.964539,141
IJJ,0,0,0,0,27,0.1862069,118,0.8137931,145
IWR,3,0.02040816,3,0.02040816,5,0.03401361,136,0.9251701,147
IWP,5,0.02793296,5,0.02793296,10,0.05586592,159,0.8882682,179
IWS,1,0.008333333,1,0.008333333,5,0.04166667,113,0.9416667,120
IMCG,6,0.05084746,6,0.05084746,9,0.07627119,97,0.8220339,118
IMCB,0,0,0,0,0,0,117,1,117
IMCV,0,0,0,0,0,0,110,1,110
